名字,发表时间,分数,标题,连接
王卓平,2019/8/9 22:25,10,我已无力吐槽。,https://movie.douban.com/review/10390438
momo,2019/8/9 22:24,10,上海堡垒更名上海大炮，三炮拍案惊奇,https://movie.douban.com/review/10390435
豆友201513493,2019/8/9 22:24,50,关于电影上海堡垒及网友对主演鹿晗的恶意,https://movie.douban.com/review/10390434
怪怪麦田圈,2019/8/9 22:24,50,鹿晗超好看,https://movie.douban.com/review/10390432
三天之内沙雕你,2019/8/9 22:23,50,上海堡垒：即使世界不再，我依然相信爱,https://movie.douban.com/review/10390426
9527,2019/8/9 22:23,50,一部“差”电影,https://movie.douban.com/review/10390424
无敌琼崽崽 ,2019/8/9 22:22,50,当上海，成为人类的最后防线,https://movie.douban.com/review/10390422
豆友201513130,2019/8/9 22:22,50,上海堡垒,https://movie.douban.com/review/10390421
十元,2019/8/9 22:21,10,上海堡垒观后感 完全打破了我的幻想,https://movie.douban.com/review/10390416
丶墨瓜,2019/8/9 22:21,30,没想象中好，也没想象中坏，《上海堡垒》观后感。,https://movie.douban.com/review/10390415
Dull paradox,2019/8/9 22:21,20,正如苏联解体不代表社会主义失败一样,https://movie.douban.com/review/10390414
最后的冻戈,2019/8/9 22:21,20,期望很大，失望更大,https://movie.douban.com/review/10390413
草莓味鹿晗7,2019/8/9 22:21,50,很棒的电影,https://movie.douban.com/review/10390412
温柔的哈士奇,2019/8/9 22:20,20,上海堡垒真的拍得很差吗？（剧透慎入）,https://movie.douban.com/review/10390410
梁L梁L1,2019/8/9 22:20,10,封面挺好看的,https://movie.douban.com/review/10390408
楠哪个懒,2019/8/9 22:19,10,又是一个暴击,https://movie.douban.com/review/10390399
L琪,2019/8/9 22:19,50,关于电影《上海堡垒》,https://movie.douban.com/review/10390398
九凊,2019/8/9 22:19,10,这种片导演你他妈好意思拿出来？？？？？？？？！,https://movie.douban.com/review/10390397
香草奶片糖,2019/8/9 22:19,10,。,https://movie.douban.com/review/10390395
三木森,2019/8/9 22:19,40,一般水准的商业爆米花大片，没必要部部电影都是优秀,https://movie.douban.com/review/10390394
Laee酱,2019/8/9 22:18,50,上海堡垒  影评,https://movie.douban.com/review/10390389
莫名器妙,2019/8/9 22:18,10,29岁的鹿晗，涂着超厚的粉底，翘着兰花指，为拯救人类打飞机,https://movie.douban.com/review/10390388
屿鹿『鹿辞已被,2019/8/9 22:18,50,上海堡垒『请抛下对艺人的不良感情，公正评价电影本身』,https://movie.douban.com/review/10390387
二号冲锋车,2019/8/9 22:17,40,还不错,https://movie.douban.com/review/10390385
御坂小糖,2019/8/9 22:17,50,看看,https://movie.douban.com/review/10390380
okra_07,2019/8/9 22:16,50,谈谈上海堡垒的动人之处,https://movie.douban.com/review/10390379
稣士磊,2019/8/9 22:14,10,关于《上海堡垒》观影的123456789,https://movie.douban.com/review/10390368
粉红色的蒲公英5,2019/8/9 22:14,50,中国科幻还需加油,https://movie.douban.com/review/10390367
宇,2019/8/9 22:14,10,上海,https://movie.douban.com/review/10390365
蜜色桃腮,2019/8/9 22:14,50,上海堡垒,https://movie.douban.com/review/10390364
豆友201511109,2019/8/9 22:13,50,是部合格的中国科幻片,https://movie.douban.com/review/10390361
何芷和纸,2019/8/9 22:13,50,一些牢骚,https://movie.douban.com/review/10390359
噗～～,2019/8/9 22:13,10,垃圾电影，毁我军威,https://movie.douban.com/review/10390358
小蜜蜂嗡嗡嗡,2019/8/9 22:13,10,?滕华涛的“小学生作业”? 得花3亿⊙?⊙,https://movie.douban.com/review/10390357
豆友201513130,2019/8/9 22:12,50,上海堡垒,https://movie.douban.com/review/10390356
Geosen.G?,2019/8/9 22:12,10,完全就是无下限捞钱,https://movie.douban.com/review/10390355
?,2019/8/9 22:12,10,在电影院含泪写下的！太感人了！,https://movie.douban.com/review/10390353
亮晶晶,2019/8/9 22:12,50,上海堡垒，依旧是好样的,https://movie.douban.com/review/10390350
不多,2019/8/9 22:11,30,如果人们的成见是座大山，那上海堡垒无异于挖坑自埋。,https://movie.douban.com/review/10390347
白乌鸦,2019/8/9 22:11,0,讨好不了普通观众还惹怒原著党的烂片,https://movie.douban.com/review/10390345
乐乐啊乐乐,2019/8/9 22:11,30,中规中矩，算是合格,https://movie.douban.com/review/10390343
豆粉,2019/8/9 22:10,20,一部把爱情小说改编成科幻的电影,https://movie.douban.com/review/10390341
松鼠灯,2019/8/9 22:10,30,有闲钱没屁事审美一般可看,https://movie.douban.com/review/10390337
麓不羁,2019/8/9 22:09,30,不能说是烂片,https://movie.douban.com/review/10390334
ICARUS,2019/8/9 22:09,10,强行拉剧情,https://movie.douban.com/review/10390333
星夜微风,2019/8/9 22:07,10,披着科幻皮的爱情片,https://movie.douban.com/review/10390326
我的名字hans,2019/8/9 22:07,10,作为一名没看过原著的路人，我的观点,https://movie.douban.com/review/10390324
白落衡,2019/8/9 22:07,40,上海堡垒,https://movie.douban.com/review/10390321
i昀胖琰琰,2019/8/9 22:06,10,不过就是一部需要靠流量小鲜肉做噱头的假科幻的爱情片罢了！,https://movie.douban.com/review/10390315
Le néant,2019/8/9 22:05,40,关于《上海堡垒》是否关上科幻的大门,https://movie.douban.com/review/10390313
.,2019/8/9 22:05,30,上海堡垒,https://movie.douban.com/review/10390309
无极魔尊,2019/8/9 22:05,10,上海堡垒不好,https://movie.douban.com/review/10390303
呦呦呦,2019/8/9 22:04,50,上海堡垒看后感吧,https://movie.douban.com/review/10390298
灵子,2019/8/9 22:04,20,一分给特效一分给中国未来的科幻电影,https://movie.douban.com/review/10390297
野有蔓草,2019/8/9 22:04,50,科幻背景下的爱情,https://movie.douban.com/review/10390294
暮血残阳,2019/8/9 22:03,20,一个高中生的内心吐槽,https://movie.douban.com/review/10390288
那就不起名儿啦,2019/8/9 22:03,50,流浪地球打开了中国科幻的大门，上海堡垒把门口铺了路,https://movie.douban.com/review/10390287
小晗的MeU.,2019/8/9 22:03,50,上海堡垒值得！,https://movie.douban.com/review/10390285
豆友181571197,2019/8/9 22:03,10,垃圾中的垃圾,https://movie.douban.com/review/10390284
夜语灵风,2019/8/9 22:02,10,一场这样的PVT,https://movie.douban.com/review/10390277
方方方,2019/8/9 22:01,50,来自一位路人对《上海堡垒》真实的看法,https://movie.douban.com/review/10390273
衬衫衬衫爱看剧,2019/8/9 22:01,40,这次流量真的不背锅,https://movie.douban.com/review/10390272
我却不肯蓝,2019/8/9 22:00,40,上海堡垒影评,https://movie.douban.com/review/10390266
痕落倾,2019/8/9 22:00,50,加油，中国科幻，《上海堡垒》只是又一个台阶！！,https://movie.douban.com/review/10390264
都在水里的,2019/8/9 22:00,40,一个崭新的电影人时代,https://movie.douban.com/review/10390263
carrot,2019/8/9 22:00,40,纵使相逢应不识,https://movie.douban.com/review/10390262
carrot,2019/8/9 22:00,40,纵使相逢应不识,https://movie.douban.com/review/10390260
overlord,2019/8/9 22:00,30,上海堡垒个人有感,https://movie.douban.com/review/10390256
小能豆子,2019/8/9 21:59,10,............................,https://movie.douban.com/review/10390253
zyq宽度,2019/8/9 21:58,50,上海堡垒票房大卖,https://movie.douban.com/review/10390249
暗涌,2019/8/9 21:58,10,爱情片强行插入特效，不作死就不会死！,https://movie.douban.com/review/10390248
没有昵称,2019/8/9 21:58,40,家国情怀与暗恋情愫在此共生,https://movie.douban.com/review/10390245
shogAZer,2019/8/9 21:57,20,这部电影依然是冒学的胜利,https://movie.douban.com/review/10390244
然小蓝,2019/8/9 21:57,40,请不要恶意黑！,https://movie.douban.com/review/10390241
super锋,2019/8/9 21:57,50,求别黑，爱情科幻片也好，科幻爱情片也罢，我觉得不错！,https://movie.douban.com/review/10390240
Vita-Lu,2019/8/9 21:54,40,我不认为上海堡垒是纯正的科幻片,https://movie.douban.com/review/10390224
ふふ,2019/8/9 21:53,30,不吐槽演员，吐槽编剧,https://movie.douban.com/review/10390222
我的四分之三,2019/8/9 21:53,40,当被外星高等级文明生命体发现你是个低级文明时就会来搞你！,https://movie.douban.com/review/10390219
李玲,2019/8/9 21:53,10,给一星都嫌多。,https://movie.douban.com/review/10390218
龚婉儿,2019/8/9 21:53,20,分是给特效的,https://movie.douban.com/review/10390215
倒霉熊,2019/8/9 21:52,10,配音都对不上口型的？,https://movie.douban.com/review/10390213
Luuu小短毛,2019/8/9 21:52,50,“敢”于探索，为何不看？,https://movie.douban.com/review/10390212
刘备,2019/8/9 21:51,50,对一些人怼《上海堡垒》的一点看法,https://movie.douban.com/review/10390209
豆友201509583,2019/8/9 21:50,10,看得胸口难受，还是也看完了,https://movie.douban.com/review/10390204
楠浅笙洛,2019/8/9 21:50,50,上海堡垒加油！,https://movie.douban.com/review/10390203
青青子佩,2019/8/9 21:50,40,上海堡垒没有这么不堪,https://movie.douban.com/review/10390202
我觉得还行,2019/8/9 21:50,30,关于原著党的吐槽,https://movie.douban.com/review/10390201
包子，饺子馅料,2019/8/9 21:49,10,差，,https://movie.douban.com/review/10390198
青青子佩,2019/8/9 21:49,40,上海堡垒没有这么不堪,https://movie.douban.com/review/10390192
失乐墓志铭,2019/8/9 21:47,10,《上海堡垒》你真的被用心制作了么？真的不是拿来随便拍着玩玩的么？怎么可以被称为科幻片,https://movie.douban.com/review/10390186
Biu biu biu~,2019/8/9 21:47,10,一部烂出天际中国科幻,https://movie.douban.com/review/10390184
一三,2019/8/9 21:46,30,电影是有缺陷，但也希望大家客观,https://movie.douban.com/review/10390177
偷到月亮了吗,2019/8/9 21:44,50,我爱上海堡垒！！！！,https://movie.douban.com/review/10390169
会前行,2019/8/9 21:44,40,【客观讨论这部中国科幻战争电影的起步作品】【新领域】,https://movie.douban.com/review/10390167
冯生,2019/8/9 21:44,10,本来是想给两星的，后来被五星评论给恶心到了,https://movie.douban.com/review/10390166
豆友201009801,2019/8/9 21:44,50,上海堡垒！值得一看！,https://movie.douban.com/review/10390165
星,2019/8/9 21:44,30,一部混乱的电影,https://movie.douban.com/review/10390164
豆友185555731,2019/8/9 21:44,10,尴尬到极限,https://movie.douban.com/review/10390162
Kurt,2019/8/9 21:42,10,如果你非要问我为什么一定要去看这部明知是烂片的电影,https://movie.douban.com/review/10390150
豆友201510056,2019/8/9 21:41,10,上海堡垒完全是一个烂片,https://movie.douban.com/review/10390148
Ucar 1010,2019/8/9 21:41,10,细节~细节~,https://movie.douban.com/review/10390146
爱死漫威三千遍,2019/8/9 21:40,10,《上海堡垒》大烂片。如果你问我，鹿晗能否改变自己的命运.不演戏，就是鹿晗的命,https://movie.douban.com/review/10390144
豆友201509425,2019/8/9 21:39,10,真是侮辱中国电影,https://movie.douban.com/review/10390141
平平无奇王小明,2019/8/9 21:39,10,认真评《上海堡垒》劣质透露出的丑陋,https://movie.douban.com/review/10390140
刘守伟,2019/8/9 21:39,10,真的厉害,https://movie.douban.com/review/10390139
SJH,2019/8/9 21:38,10,看小说吧，大家。。。,https://movie.douban.com/review/10390133
I04069596,2019/8/9 21:37,20,影评,https://movie.douban.com/review/10390127
青春少女,2019/8/9 21:37,50,上海堡垒，好看呐 ！,https://movie.douban.com/review/10390126
梓木酱,2019/8/9 21:36,30,上海堡垒，请明确你的电影类型,https://movie.douban.com/review/10390122
豆友201508932,2019/8/9 21:36,50,上海堡垒,https://movie.douban.com/review/10390121
躲晕,2019/8/9 21:36,50,向可爱的中国军人致敬 泪点低的我哭了好几次。,https://movie.douban.com/review/10390119
Fairy,2019/8/9 21:33,50,我想说的,https://movie.douban.com/review/10390111
玄秋墨灵,2019/8/9 21:33,50,没有名字，就是观后感,https://movie.douban.com/review/10390110
公平公正客观,2019/8/9 21:32,50,支持国产科幻大作,https://movie.douban.com/review/10390107
涉川集,2019/8/9 21:31,50,不错的特效,https://movie.douban.com/review/10390104
奇不易,2019/8/9 21:31,20,《这片天空盛开大丽花的时代里人们破釜沉舟的勇气》,https://movie.douban.com/review/10390103
ELK,2019/8/9 21:28,10,豆瓣电影第一个评分给你了,https://movie.douban.com/review/10390087
潘大桃,2019/8/9 21:27,10,韩国男团某成员想跟舒淇谈恋爱，舒淇全程假笑回复收到,https://movie.douban.com/review/10390085
青衫仗剑,2019/8/9 21:27,20,令人失望的上海堡垒守卫战,https://movie.douban.com/review/10390084
毛毛CAM,2019/8/9 21:27,20,令科幻粉抓狂,https://movie.douban.com/review/10390082
唐扶摇,2019/8/9 21:26,20,导演编剧演员通通不咋滴,https://movie.douban.com/review/10390079
?,2019/8/9 21:26,10,。。,https://movie.douban.com/review/10390074
愚夫食肆,2019/8/9 21:25,10,看不下去了，辣眼睛！,https://movie.douban.com/review/10390071
YJ,2019/8/9 21:25,40,zqsg从客观角度评价一下,https://movie.douban.com/review/10390068
居居龙的泡泡岚,2019/8/9 21:24,10,这是一部看了让人怒火中烧的一部烂到掉渣的片子,https://movie.douban.com/review/10390064
一根乖巧的兎毛,2019/8/9 21:24,10,2019影院漫遊,https://movie.douban.com/review/10390059
瓶覗,2019/8/9 21:23,50,收到,https://movie.douban.com/review/10390058
谁是谁的谁,2019/8/9 21:23,40,你得到的一样好东西可能会给你带来毁灭性的灾难,https://movie.douban.com/review/10390054
豆友201486060,2019/8/9 21:23,50,睁眼看看，他并非一无是处,https://movie.douban.com/review/10390051
暴躁本人-,2019/8/9 21:22,40,观感,https://movie.douban.com/review/10390050
格妮特加油,2019/8/9 21:21,50,上海堡垒,https://movie.douban.com/review/10390045
纯乙酸,2019/8/9 21:21,30,不要成为中国科幻的绊脚石,https://movie.douban.com/review/10390043
奇异果,2019/8/9 21:19,50,科幻版长城，守卫长城与上海的区别,https://movie.douban.com/review/10390039
Woody,2019/8/9 21:19,10,毁一部电影不止是演员的锅,https://movie.douban.com/review/10390038
Echo,2019/8/9 21:18,20,关于&lt;上海堡垒&gt;扑街的必要性,https://movie.douban.com/review/10390037
单色,2019/8/9 21:18,40,被恶评憋出来的，恶意太多但总有理智,https://movie.douban.com/review/10390035
liujinti,2019/8/9 21:18,50,豆瓣的气氛越来越让人害怕，充斥着愤怒和发泄，我觉得豆瓣应该反省一下，这样下去豆瓣还能牛逼多久？,https://movie.douban.com/review/10390030
[已注销],2019/8/9 21:17,20,上海堡垒塌了,https://movie.douban.com/review/10390028
?黑熊熊,2019/8/9 21:16,20,这是灾难？科幻？爱情？偶像？四不像,https://movie.douban.com/review/10390016
月满西楼,2019/8/9 21:15,10,上海堡垒,https://movie.douban.com/review/10390009
薄荷巧克力,2019/8/9 21:15,50,末日之下,https://movie.douban.com/review/10390007
风起时想你,2019/8/9 21:14,20,秀芹比男一都要硬。。,https://movie.douban.com/review/10390004
不二权,2019/8/9 21:14,50,上海堡垒,https://movie.douban.com/review/10390003
南栀?倾沫,2019/8/9 21:14,40,中国科幻电影,https://movie.douban.com/review/10390002
TEAYANGXIN,2019/8/9 21:14,10,我每个月都看电影坚持了5、6年了，这是我看过最没意思的电影！,https://movie.douban.com/review/10390000
